Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,date,Candidate_name,Comment,Election_year,Postal_data,Poll_data,Final_percentage,Candidate_Year,Sentiment_score,Candidate_name_encoded,Candidate_Year_encoded
1077,0.0,0.878,0.122,0.325,0.4275708496570587,0.5249663591384888,0.047462772578001,8/31/2024,Namal,"Mahinda was interested only to make Namal opposition leader, he was not bothered about the country, we always voted for Mahinda but this time for Ranil",2024,2.02,3.0,,Namal (2024),-0.3801080770790577,6,6
1078,0.0,0.827,0.173,0.3182,0.0313170291483402,0.7380795478820801,0.23060342669487,8/31/2024,Namal,Please take photo from long range we need to see the crowd...,2024,2.02,3.0,,Namal (2024),0.1992863975465297,6,6
1079,0.0,1.0,0.0,0.0,0.0195844639092683,0.4534058272838592,0.5270097255706787,8/31/2024,Namal,Finally a candidate that holds his own umbrella.,2024,2.02,3.0,,Namal (2024),0.5074252616614103,6,6
1080,0.0,1.0,0.0,0.0,0.6812430024147034,0.3028233349323272,0.0159335471689701,8/31/2024,Namal,There are more people than this at our euthanasia society meeting.,2024,2.02,3.0,,Namal (2024),-0.6653094552457333,6,6
1081,0.0,1.0,0.0,0.0,0.0070341620594263,0.1919304132461547,0.8010354042053223,8/31/2024,Namal,Long live the future president,2024,2.02,3.0,,Namal (2024),0.794001242145896,6,6
1082,0.0,0.253,0.747,0.7096,0.0017579096602275,0.0332275480031967,0.9650145173072816,8/31/2024,Namal,Good luck to you,2024,2.02,3.0,,Namal (2024),0.963256607647054,6,6
1083,0.0,0.303,0.697,0.3182,0.0321276895701885,0.4870027005672455,0.4808696210384369,8/31/2024,Namal,huge crowd,2024,2.02,3.0,,Namal (2024),0.4487419314682483,6,6
1084,0.0,1.0,0.0,0.0,0.2007844448089599,0.7778775095939636,0.0213380139321088,8/31/2024,Namal,Is there a difference between the people who lived and the people who are still here?,2024,2.02,3.0,,Namal (2024),-0.179446430876851,6,6
1085,0.0,0.571,0.429,0.8176,0.0032520093955099,0.0595334805548191,0.9372145533561708,8/31/2024,Namal,The flowers show what has happened. May you win and be happy,2024,2.02,3.0,,Namal (2024),0.9339625439606608,6,6
1086,0.0,0.0,1.0,0.4215,0.0526100993156433,0.3086701929569244,0.6387197375297546,8/31/2024,Namal,nice,2024,2.02,3.0,,Namal (2024),0.5861096382141113,6,6
1087,0.0,0.837,0.163,0.5106,0.0011843375395983,0.0477878898382186,0.9510277509689332,8/30/2024,Namal,"Long live a strong leader, let's move forward in the footsteps of His Highness Mahinda (we are in Galle).",2024,2.02,3.0,,Namal (2024),0.9498434134293348,6,6
1088,0.078,0.847,0.075,-0.0258,0.3925692737102508,0.5835803747177124,0.0238503720611333,8/30/2024,Namal,The Inconvenient Truth: Wonder whether the crowd is aware of the following media reports: (1)Helping Hambantota sandal -peoples money Hijacked (2)SL-Entebbe bound cargo currency (3)Money laundering in Australia,2024,2.02,3.0,,Namal (2024),-0.3687189016491174,6,6
1089,0.0,0.648,0.352,0.5859,0.0038732311222702,0.1164004430174827,0.8797263503074646,8/30/2024,Namal,May the only young leader win for you,2024,2.02,3.0,,Namal (2024),0.8758531191851944,6,6
1090,0.63,0.37,0.0,-0.5267,0.9140385389328004,0.0816538408398628,0.0043075811117887,8/30/2024,Namal,he Is a thief,2024,2.02,3.0,,Namal (2024),-0.9097309578210117,6,6
1091,0.623,0.377,0.0,-0.5106,0.6061497926712036,0.3631451427936554,0.0307050552219152,8/30/2024,Namal,Goodbye to thieves,2024,2.02,3.0,,Namal (2024),-0.5754447374492884,6,6
1092,0.0,1.0,0.0,0.0,0.1651942729949951,0.8072515726089478,0.0275542140007019,8/30/2024,Namal,people going after Namal Rajapakse is still there,2024,2.02,3.0,,Namal (2024),-0.1376400589942932,6,6
1093,0.0,1.0,0.0,0.0,0.2675090730190277,0.6787909269332886,0.0537000298500061,8/30/2024,Namal,We always voted for Mahinda but not for Namal,2024,2.02,3.0,,Namal (2024),-0.2138090431690216,6,6
1094,0.448,0.552,0.0,-0.7579,0.7831783890724182,0.2033498585224151,0.0134718008339405,8/30/2024,Namal,A poor millionaire is the only thief who can't find a way,2024,2.02,3.0,,Namal (2024),-0.7697065882384777,6,6
1095,0.198,0.802,0.0,-0.4939,0.7425630688667297,0.2391891330480575,0.0182477645576,8/30/2024,Namal,King of fools during the campaign days. Nowhere to be found after 21st September.,2024,2.02,3.0,,Namal (2024),-0.7243153043091297,6,6
1096,0.159,0.841,0.0,-0.5267,0.9178869128227234,0.0765749290585517,0.0055381273850798,8/30/2024,Namal,You robbed the most out of your family. Just give it back first before you ask for a vote thief,2024,2.02,3.0,,Namal (2024),-0.9123487854376436,6,6
1097,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/29/2024,Namal,win,2024,2.02,3.0,,Namal (2024),0.2575214877724647,6,6
1098,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/29/2024,Namal,win,2024,2.02,3.0,,Namal (2024),0.2575214877724647,6,6
1099,0.0,0.0,1.0,0.5719,0.0178282614797353,0.2184861153364181,0.7636855840682983,8/29/2024,Namal,happy,2024,2.02,3.0,,Namal (2024),0.745857322588563,6,6
1100,0.0,0.503,0.497,0.8356,0.0030999451410025,0.071778655052185,0.9251214265823364,8/29/2024,Namal,Mr. Narammala Rajapakse may you win! May the country win,2024,2.02,3.0,,Namal (2024),0.922021481441334,6,6
1101,0.0,1.0,0.0,0.0,0.8287457227706909,0.1509555727243423,0.0202987138181924,8/29/2024,Namal,"brought grass for the idiots, come to eat",2024,2.02,3.0,,Namal (2024),-0.8084470089524984,6,6
1102,0.0,1.0,0.0,0.0,0.0075899828225374,0.2834710478782654,0.7089389562606812,8/29/2024,Namal,"We still remember the beginning, may it be victory",2024,2.02,3.0,,Namal (2024),0.7013489734381437,6,6
1103,0.0,0.58,0.42,0.4404,0.0086003923788666,0.2661004364490509,0.7252991795539856,8/29/2024,Namal,The country's hope for tomorrow,2024,2.02,3.0,,Namal (2024),0.7166987871751189,6,6
1104,0.0,0.874,0.126,0.0772,0.0269583836197853,0.4824826717376709,0.4905589520931244,8/29/2024,Namal,What are the challenges brother... If Mr. Mahinda is happy...,2024,2.02,3.0,,Namal (2024),0.4636005684733391,6,6
1105,0.0,0.0,1.0,0.5994,0.0120089277625083,0.1743422597646713,0.8136488199234009,8/29/2024,Namal,god bless,2024,2.02,3.0,,Namal (2024),0.8016398921608925,6,6
1106,0.0,1.0,0.0,0.0,0.0483141653239727,0.5787551403045654,0.3729307055473327,8/29/2024,Namal,"Father also built the country, I also built the country, now my son is asking to build the country, he will get many votes...",2024,2.02,3.0,,Namal (2024),0.32461654022336,6,6
1107,0.0,1.0,0.0,0.0,0.1464923471212387,0.7401677370071411,0.1133398711681366,8/28/2024,Namal,#votefornamal,2024,2.02,3.0,,Namal (2024),-0.0331524759531021,6,6
1108,0.0,0.0,1.0,0.5994,0.0039643277414143,0.0726028904318809,0.9234327673912048,8/28/2024,Namal,Congratulations,2024,2.02,3.0,,Namal (2024),0.9194684396497904,6,6
1109,0.252,0.748,0.0,-0.4019,0.7754243612289429,0.2181684076786041,0.0064072702080011,8/28/2024,Namal,The presidential candidate is preparing to deceive the people,2024,2.02,3.0,,Namal (2024),-0.7690170910209417,6,6
1110,0.0,0.636,0.364,0.9001,0.3561269044876098,0.5411075949668884,0.1027655303478241,8/27/2024,Namal,"Not surprised...MR has some support, where as, his friend in need has not. His former friend has taken all the crooks in to safe custody..",2024,2.02,3.0,,Namal (2024),-0.2533613741397857,6,6
1111,0.0,0.901,0.099,0.3919,0.3698407709598541,0.536924421787262,0.0932347699999809,8/27/2024,Namal,This time the vote will be given to the compass. But even today it is accepted that the country fell because bulls came to power.. 😆,2024,2.02,3.0,,Namal (2024),-0.2766060009598732,6,6
1112,0.0,1.0,0.0,0.0,0.9000752568244934,0.0946569070219993,0.0052677411586046,8/27/2024,Namal,Hatikare who stole the country,2024,2.02,3.0,,Namal (2024),-0.8948075156658888,6,6
1113,0.143,0.748,0.109,-0.128,0.9413315057754515,0.0560496039688587,0.0026188583578914,8/27/2024,Namal,I don't know why the verdict was announced that the country's economy has collapsed,2024,2.02,3.0,,Namal (2024),-0.9387126474175602,6,6
1114,0.0,1.0,0.0,0.0,0.0700583830475807,0.901323139667511,0.0286184735596179,8/27/2024,Namal,"The court has given a decision about the Rajapaksa's, right?",2024,2.02,3.0,,Namal (2024),-0.0414399094879627,6,6
1115,0.363,0.33,0.308,-0.128,0.4606617093086242,0.5048037767410278,0.0345345176756382,8/27/2024,Namal,Saved from thieves and looted,2024,2.02,3.0,,Namal (2024),-0.426127191632986,6,6
1116,0.0,1.0,0.0,0.0,0.0533891543745994,0.8661631345748901,0.0804476737976074,8/26/2024,Namal,Paying for comments i think,2024,2.02,3.0,,Namal (2024),0.0270585194230079,6,6
1117,0.0,0.719,0.281,0.5994,0.0227231327444314,0.2962885200977325,0.6809883713722229,8/26/2024,Namal,"if you stayed home after 2015, people must have loved you",2024,2.02,3.0,,Namal (2024),0.6582652386277914,6,6
1118,0.0,1.0,0.0,0.0,0.1660342961549759,0.8158330917358398,0.0181325860321521,8/25/2024,Namal,What are the qualifications to apply for the presidential election?,2024,2.02,3.0,,Namal (2024),-0.1479017101228237,6,6
1119,0.0,1.0,0.0,0.0,0.1128324642777443,0.8099951148033142,0.0771723836660385,8/25/2024,Namal,leader of the ehart,2024,2.02,3.0,,Namal (2024),-0.0356600806117057,6,6
1120,0.0,0.0,1.0,0.5994,0.0044254371896386,0.0654840692877769,0.9300904870033264,8/25/2024,Namal,congratulations,2024,2.02,3.0,,Namal (2024),0.9256650498136878,6,6
1121,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/25/2024,Namal,win,2024,2.02,3.0,,Namal (2024),0.2575214877724647,6,6
1122,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/25/2024,Namal,win,2024,2.02,3.0,,Namal (2024),0.2575214877724647,6,6
1123,0.0,0.0,1.0,0.5994,0.0120089277625083,0.1743422597646713,0.8136488199234009,8/25/2024,Namal,god bless,2024,2.02,3.0,,Namal (2024),0.8016398921608925,6,6
1124,0.252,0.748,0.0,-0.4019,0.7754243612289429,0.2181684076786041,0.0064072702080011,8/24/2024,Namal,The presidential candidate is preparing to deceive the people,2024,2.02,3.0,,Namal (2024),-0.7690170910209417,6,6
1125,0.0,0.145,0.855,0.7096,0.0031557681504637,0.114039622247219,0.8828046321868896,8/24/2024,Namal,good luck namal,2024,2.02,3.0,,Namal (2024),0.879648864036426,6,6
1126,0.119,0.801,0.08,-0.1896,0.682752788066864,0.2985313236713409,0.0187158640474081,8/24/2024,Namal,"How did Sri Lanka become poor and the Rajapaksas become rich? The rulers of a country are servants of the people, not kings. Will Namal be able to develop the country that his father and uncles could not join together?",2024,2.02,3.0,,Namal (2024),-0.6640369240194559,6,6
1127,0.126,0.359,0.515,0.7579,0.9494239687919616,0.0452811792492866,0.0052948067896068,8/24/2024,Namal,Bunch of hooligans. Good for nothing rotten criminals and crooks.,2024,2.02,3.0,,Namal (2024),-0.9441291620023547,6,6
1128,0.0,1.0,0.0,0.0,0.1550976485013961,0.8122923374176025,0.0326099954545497,8/24/2024,Namal,All Ceylon? British,2024,2.02,3.0,,Namal (2024),-0.1224876530468463,6,6
1129,0.087,0.885,0.029,-0.4588,0.8718313574790955,0.121828980743885,0.0063396268524229,8/24/2024,Namal,"Why would a diplomat even consider meeting a criminal who along with his family, robbed billions of taxpayer's money in Sr Lanka, puzzles me. He would have realised during the chat that this fellow is an A-grade donkey. The rest of it is up to an unbiased legal system to prove.",2024,2.02,3.0,,Namal (2024),-0.8654917306266725,6,6
1130,0.231,0.676,0.093,-0.7783,0.7898563146591187,0.1958968639373779,0.014246791601181,8/24/2024,Namal,Namal as the chief organiser you should learn to take tough decisions like your father.If he didn't take the tough decisions during end of the LTTE war still we would be fighting & many would have died unnecessarily. Remove all unappreciative 🐸from the party & start new,2024,2.02,3.0,,Namal (2024),-0.7756095230579376,6,6
1131,0.314,0.686,0.0,-0.4939,0.654916524887085,0.3317024409770965,0.013381072320044,8/24/2024,Namal,How many billions of dollars did you steal,2024,2.02,3.0,,Namal (2024),-0.6415354525670409,6,6
1132,0.5,0.5,0.0,-0.6124,0.9654260277748108,0.0316118076443672,0.0029620982240885,8/24/2024,Namal,Show off u r ignorant and stupidity Namal hutha.,2024,2.02,3.0,,Namal (2024),-0.9624639295507222,6,6
1133,0.0,0.0,1.0,0.6369,0.0853567719459533,0.3659408986568451,0.5487023591995239,8/24/2024,Namal,love,2024,2.02,3.0,,Namal (2024),0.4633455872535705,6,6
1134,0.0,0.323,0.677,0.6369,0.0040780040435492,0.0790278688073158,0.9168940782546996,8/23/2024,Namal,Best of luck....,2024,2.02,3.0,,Namal (2024),0.9128160742111504,6,6
1135,0.09,0.91,0.0,-0.2235,0.4682360887527466,0.5051475167274475,0.0266163926571607,8/23/2024,Namal,"Ernest Harold Namal Rajapakse's style of stage speech is not passionate, but proportionately, Sajith and Anurath have reduced the swagger.",2024,2.02,3.0,,Namal (2024),-0.4416196960955858,6,6
1136,0.0,0.0,1.0,0.5994,0.0039643277414143,0.0726028904318809,0.9234327673912048,8/23/2024,Namal,Congratulations,2024,2.02,3.0,,Namal (2024),0.9194684396497904,6,6
1137,0.0,1.0,0.0,0.0,0.0357790887355804,0.4447725117206573,0.5194483399391174,8/23/2024,Namal,Our President,2024,2.02,3.0,,Namal (2024),0.483669251203537,6,6
1138,0.0,0.286,0.714,0.6124,0.4430428147315979,0.3764733076095581,0.1804838180541992,8/23/2024,Namal,Nice try what a joke,2024,2.02,3.0,,Namal (2024),-0.2625589966773987,6,6
1139,0.0,0.345,0.655,0.5859,0.0530766919255256,0.7242010235786438,0.2227222919464111,8/23/2024,Namal,win for namal,2024,2.02,3.0,,Namal (2024),0.1696456000208854,6,6
1140,0.0,1.0,0.0,0.0,0.1529690772294998,0.7142689824104309,0.1327619403600692,8/23/2024,Namal,namal2024,2024,2.02,3.0,,Namal (2024),-0.0202071368694305,6,6
1141,0.0,0.0,1.0,0.6369,0.0853567719459533,0.3659408986568451,0.5487023591995239,8/23/2024,Namal,love,2024,2.02,3.0,,Namal (2024),0.4633455872535705,6,6
1142,0.0,0.741,0.259,0.4215,0.1063907667994499,0.865517795085907,0.0280914716422557,8/22/2024,Namal,Did they check the charity box after you left?,2024,2.02,3.0,,Namal (2024),-0.0782992951571941,6,6
1143,0.0,1.0,0.0,0.0,0.4172244668006897,0.5568563938140869,0.0259190928190946,8/22/2024,Namal,Why are you still here?,2024,2.02,3.0,,Namal (2024),-0.391305373981595,6,6
1144,0.241,0.759,0.0,-0.2263,0.0616081617772579,0.8162896037101746,0.1221022754907608,8/22/2024,Namal,Did you forget the birthday of @actorvijay,2024,2.02,3.0,,Namal (2024),0.0604941137135028,6,6
1145,0.537,0.0,0.463,-0.0772,0.5251263976097107,0.3961565494537353,0.0787170678377151,8/22/2024,Namal,stop joking,2024,2.02,3.0,,Namal (2024),-0.4464093297719955,6,6
1146,0.298,0.702,0.0,-0.34,0.3082475364208221,0.672803521156311,0.0189489107578992,8/22/2024,Namal,Have you stopped cutting the soil and piling sand now?,2024,2.02,3.0,,Namal (2024),-0.2892986256629228,6,6
1147,0.625,0.268,0.107,-0.9382,0.9454485177993774,0.049911942332983,0.0046395529061555,8/22/2024,Namal,Poison for sinister - nonsense. Karma will haunt SL for ever. Enjoy begging starving and suffering,2024,2.02,3.0,,Namal (2024),-0.940808964893222,6,6
1148,0.0,0.674,0.326,0.4404,0.0025296439416706,0.064972199499607,0.9324981570243835,8/22/2024,Namal,Tomorrow's hope will bloom for the country,2024,2.02,3.0,,Namal (2024),0.9299685130827128,6,6
1149,0.0,0.764,0.236,0.4754,0.2467492520809173,0.6915786266326904,0.0616722106933593,8/22/2024,Namal,Any more treasures to get from lanka ?you guys took all,2024,2.02,3.0,,Namal (2024),-0.1850770413875579,6,6
1150,0.0,0.0,1.0,0.4215,0.0526100993156433,0.3086701929569244,0.6387197375297546,8/21/2024,Namal,nice,2024,2.02,3.0,,Namal (2024),0.5861096382141113,6,6
1151,0.0,0.0,1.0,0.5994,0.0120089277625083,0.1743422597646713,0.8136488199234009,8/21/2024,Namal,god bless,2024,2.02,3.0,,Namal (2024),0.8016398921608925,6,6
1152,0.692,0.308,0.0,-0.6705,0.5456432700157166,0.4411273896694183,0.0132294259965419,8/21/2024,Namal,who killed thadujin,2024,2.02,3.0,,Namal (2024),-0.5324138440191746,6,6
1153,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/21/2024,Namal,win,2024,2.02,3.0,,Namal (2024),0.2575214877724647,6,6
1154,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/21/2024,Namal,win,2024,2.02,3.0,,Namal (2024),0.2575214877724647,6,6
1155,0.0,0.674,0.326,0.4404,0.0406541302800178,0.7939109802246094,0.1654348969459533,8/21/2024,Namal,Is he a good learner from a young age?,2024,2.02,3.0,,Namal (2024),0.1247807666659355,6,6
1156,0.0,0.263,0.737,0.4215,0.0207429155707359,0.1246371865272522,0.8546199202537537,8/21/2024,Namal,nice job,2024,2.02,3.0,,Namal (2024),0.8338770046830177,6,6
1157,0.0,0.196,0.804,0.6249,0.0096589736640453,0.0966041386127471,0.8937368988990784,8/21/2024,Namal,great leader,2024,2.02,3.0,,Namal (2024),0.884077925235033,6,6
1158,0.0,0.5,0.5,0.4588,0.1390982568264007,0.8213928937911987,0.0395087972283363,8/21/2024,Namal,Grand Theft San Colombo's,2024,2.02,3.0,,Namal (2024),-0.0995894595980644,6,6
1159,0.0,1.0,0.0,0.0,0.234029158949852,0.712462842464447,0.0535080172121524,8/18/2024,Namal,can you beat seelarathana,2024,2.02,3.0,,Namal (2024),-0.1805211417376995,6,6
1160,0.0,0.345,0.655,0.8225,0.0012079081498086,0.023627184331417,0.975164830684662,8/18/2024,Namal,Congratulations our excellent leader Mahinda Rajapaksa,2024,2.02,3.0,,Namal (2024),0.9739569225348532,6,6
1161,0.0,0.775,0.225,0.4404,0.0038944429252296,0.0794850066304206,0.9166205525398254,8/18/2024,Namal,May the country and the people be able to do good,2024,2.02,3.0,,Namal (2024),0.9127261096145958,6,6
1162,0.102,0.671,0.226,0.3565,0.809347927570343,0.1768967360258102,0.0137553187087178,8/18/2024,Namal,does not want to be entertained will also look away...,2024,2.02,3.0,,Namal (2024),-0.7955926088616252,6,6
1163,0.0,0.777,0.223,0.3182,0.3179826438426971,0.6602171659469604,0.0218001808971166,8/18/2024,Namal,Please explain why this is all necessary for him?,2024,2.02,3.0,,Namal (2024),-0.2961824629455805,6,6
1164,0.35,0.575,0.075,-0.6996,0.920415699481964,0.072629801928997,0.0069545526057481,8/18/2024,Namal,You want mileage from this marriage too. How low can someone get. Pathetic!,2024,2.02,3.0,,Namal (2024),-0.913461146876216,6,6
1165,0.401,0.312,0.287,-0.4278,0.8682548999786377,0.1210203692317009,0.0107248285785317,8/18/2024,Namal,No one wants u r wishes as it’s considered BAD luck.,2024,2.02,3.0,,Namal (2024),-0.857530071400106,6,6
1166,0.0,1.0,0.0,0.0,0.1452742218971252,0.7803105711936951,0.0744151920080185,8/17/2024,Namal,U remember Covid ?,2024,2.02,3.0,,Namal (2024),-0.0708590298891067,6,6
1167,0.342,0.658,0.0,-0.6892,0.8063910603523254,0.1799592524766922,0.0136496555060148,8/17/2024,Namal,Spreading racism on big stages A Normal day in Rajapaksa life!!,2024,2.02,3.0,,Namal (2024),-0.7927414048463106,6,6
1168,0.0,0.444,0.556,0.3612,0.0058690351434051,0.094898834824562,0.8992320895195007,8/17/2024,Namal,Thank you sir,2024,2.02,3.0,,Namal (2024),0.8933630543760955,6,6
1169,0.0,0.574,0.426,0.4939,0.0194811914116144,0.4340771436691284,0.5464416742324829,8/17/2024,Namal,Dear young leader who challenges the challenges born in Giruapattu,2024,2.02,3.0,,Namal (2024),0.5269604828208685,6,6
1170,0.0,0.441,0.559,0.5859,0.0051164263859391,0.3759192526340484,0.6189643144607544,8/17/2024,Namal,win for young lion,2024,2.02,3.0,,Namal (2024),0.6138478880748153,6,6
1171,0.0,0.323,0.677,0.6369,0.005814622156322,0.1132522001862526,0.8809332251548767,8/17/2024,Namal,All the best,2024,2.02,3.0,,Namal (2024),0.8751186029985547,6,6
1172,0.0,0.0,1.0,0.7096,0.0042107328772544,0.0991621389985084,0.8966271877288818,8/17/2024,Namal,Good luck,2024,2.02,3.0,,Namal (2024),0.8924164548516273,6,6
1173,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/17/2024,Namal,win,2024,2.02,3.0,,Namal (2024),0.2575214877724647,6,6
1174,0.0,0.0,1.0,0.7096,0.0056702159345149,0.0934583693742752,0.9008713960647584,8/17/2024,Namal,good luck,2024,2.02,3.0,,Namal (2024),0.8952011801302433,6,6
1175,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/16/2024,Namal,win,2024,2.02,3.0,,Namal (2024),0.2575214877724647,6,6
1176,0.0,1.0,0.0,0.0,0.8235045075416565,0.1709649115800857,0.0055305566638708,8/15/2024,Namal,"Even when it is said that the Rajapaksas bankrupted the country, there are cows in this country who vote for them",2024,2.02,3.0,,Namal (2024),-0.8179739508777857,6,6
1177,0.161,0.753,0.086,-0.296,0.5923054218292236,0.3677161931991577,0.039978377521038,8/15/2024,Namal,I do have some sympathy for them. Making RW president turned out to be a critical mistake. That made the people turn away from MR (former president).,2024,2.02,3.0,,Namal (2024),-0.5523270443081856,6,6
1178,0.225,0.775,0.0,-0.4939,0.2626940608024597,0.5742484927177429,0.1630575358867645,8/15/2024,Namal,It was during that era that it became the fastest stolen country,2024,2.02,3.0,,Namal (2024),-0.0996365249156951,6,6
1179,0.0,0.792,0.208,0.6705,0.0780200883746147,0.2925253510475158,0.6294545531272888,8/15/2024,Namal,The program is good. Too much commission. Borrowing to work is too much. The benefits of increments are also less for Sri Lanka.,2024,2.02,3.0,,Namal (2024),0.5514344647526741,6,6
1180,0.549,0.122,0.329,-0.4215,0.7914621829986572,0.1989680230617523,0.0095698097720742,8/15/2024,Namal,Killed our dreams,2024,2.02,3.0,,Namal (2024),-0.781892373226583,6,6
1181,0.31,0.69,0.0,-0.8402,0.8679497838020325,0.1230084896087646,0.0090417210012674,8/15/2024,Namal,The country went bankrupt due to the fault of the people of the country. You are not at fault. Sell this with us,2024,2.02,3.0,,Namal (2024),-0.858908062800765,6,6
1182,0.462,0.538,0.0,-0.7184,0.9214993119239808,0.0758087038993835,0.0026919674128293,8/15/2024,Namal,Why did you lose in 2015 because of thieves,2024,2.02,3.0,,Namal (2024),-0.9188073445111512,6,6
1183,0.0,0.87,0.13,0.4019,0.5059167742729187,0.4319900274276733,0.0620932504534721,8/15/2024,Namal,"Mahinda interested only about his son,he wants him to be President in another 5 years time which will never happen",2024,2.02,3.0,,Namal (2024),-0.4438235238194465,6,6
1184,0.0,1.0,0.0,0.0,0.0357790887355804,0.4447725117206573,0.5194483399391174,8/14/2024,Namal,Our President,2024,2.02,3.0,,Namal (2024),0.483669251203537,6,6
1185,0.0,1.0,0.0,0.0,0.1205577850341796,0.84523606300354,0.0342060513794422,8/14/2024,Namal,Bitcoin exchanged money?,2024,2.02,3.0,,Namal (2024),-0.0863517336547374,6,6
1186,0.0,1.0,0.0,0.0,0.6776779294013977,0.2692534923553467,0.0530685745179653,8/8/2024,Namal,vomit,2024,2.02,3.0,,Namal (2024),-0.6246093548834324,6,6
1187,0.381,0.537,0.081,-0.7983,0.8373640775680542,0.14842489361763,0.0142110027372837,8/8/2024,Namal,DONT FORGET YOUR FATHER DID FOR TAMILS WAR CRIMES. HE IS THE WAR CRIMINAL...,2024,2.02,3.0,,Namal (2024),-0.8231530748307705,6,6
1188,0.028,0.851,0.12,0.6747,0.8223775029182434,0.1653223931789398,0.0123002026230096,8/8/2024,Namal,"When the whole world is looking to progress with proper systems & qualified leaders with integrity why would Srilankans vote for a 3rd class, uneducated මරි මෝඩ, මන්ද මානසික donkey who belongs to an absolutely corrupt family? Is it rocket science? How hard is this to understand?",2024,2.02,3.0,,Namal (2024),-0.8100773002952337,6,6
1189,0.036,0.712,0.252,0.9184,0.1809580028057098,0.5347275733947754,0.2843144237995147,8/8/2024,Namal,"Dear Namal, this is how USA conduct their Justice system. No one is above the Law. Hunter is a Son of most powerful person in the world. Speak to your Dad about this. You are Lucky to be stay Free in the society after so many criminalities you had involved.",2024,2.02,3.0,,Namal (2024),0.1033564209938049,6,6
1190,0.437,0.563,0.0,-0.4767,0.1927329897880554,0.7911578416824341,0.016109237447381,8/8/2024,Namal,Aren’t you haunted by Thadujeen?,2024,2.02,3.0,,Namal (2024),-0.1766237523406744,6,6
1191,0.0,1.0,0.0,0.0,0.3713623583316803,0.6027166247367859,0.0259210094809532,8/8/2024,Namal,cows of srilanka,2024,2.02,3.0,,Namal (2024),-0.3454413488507271,6,6
1192,0.0,0.0,1.0,0.5859,0.1154870316386222,0.5115044116973877,0.373008519411087,8/8/2024,Namal,win,2024,2.02,3.0,,Namal (2024),0.2575214877724647,6,6
1193,0.0,0.0,1.0,0.5994,0.0039643277414143,0.0726028904318809,0.9234327673912048,8/8/2024,Namal,Congratulations,2024,2.02,3.0,,Namal (2024),0.9194684396497904,6,6
1194,0.0,1.0,0.0,0.0,0.0348326452076435,0.861908495426178,0.1032588854432106,8/8/2024,Namal,lets start the journey as the titanic,2024,2.02,3.0,,Namal (2024),0.068426240235567,6,6
1195,0.0,1.0,0.0,0.0,0.0657512620091438,0.8532028794288635,0.0810458585619926,8/8/2024,Namal,max three percent votes,2024,2.02,3.0,,Namal (2024),0.0152945965528488,6,6
1196,0.0,0.506,0.494,0.5994,0.0257565062493085,0.3523637056350708,0.6218798160552979,8/7/2024,Namal,country need young leadership congratulations,2024,2.02,3.0,,Namal (2024),0.5961233098059893,6,6
1197,0.0,0.566,0.434,0.3182,0.0436949878931045,0.8119844198226929,0.1443205773830413,8/7/2024,Namal,president namal for sure,2024,2.02,3.0,,Namal (2024),0.1006255894899368,6,6
1198,0.312,0.092,0.596,0.4767,0.5458891987800598,0.3775874376296997,0.0765233635902404,8/7/2024,Namal,win in dreams losers,2024,2.02,3.0,,Namal (2024),-0.4693658351898193,6,6
1199,0.375,0.625,0.0,-0.5574,0.1919383853673935,0.7855787873268127,0.0224828645586967,8/7/2024,Namal,Have you found any reason behind bankrupt ?,2024,2.02,3.0,,Namal (2024),-0.1694555208086967,6,6
1200,0.32,0.68,0.0,-0.5106,0.6081251502037048,0.3792058527469635,0.0126689905300736,8/7/2024,Namal,How to scrap the failing Sri Lankan economy?”,2024,2.02,3.0,,Namal (2024),-0.5954561596736312,6,6
1201,0.0,0.208,0.792,0.5859,0.0174226444214582,0.3082985579967499,0.6742787957191467,8/3/2024,Namal,lets win,2024,2.02,3.0,,Namal (2024),0.6568561512976885,6,6
1202,0.111,0.619,0.27,0.5574,0.0063512627966701,0.1423573344945907,0.8512914180755615,8/3/2024,Namal,We also have humble pride to be with the leader in difficult times. May it be won,2024,2.02,3.0,,Namal (2024),0.8449401552788913,6,6
1203,0.0,1.0,0.0,0.0,0.0636208727955818,0.8461703658103943,0.0902087688446044,8/3/2024,Namal,lets make namal president candidate,2024,2.02,3.0,,Namal (2024),0.0265878960490226,6,6
1204,0.0,1.0,0.0,0.0,0.0485455691814422,0.6589609980583191,0.2924934327602386,8/3/2024,Namal,young leader,2024,2.02,3.0,,Namal (2024),0.2439478635787964,6,6
